ID,Has_Description,Description,Description_WC,Vendor_Name,Vendor_Count,Product_Name,Product_Count,Version_Value,Version_Count,CPE_System_Type,CPE_System_Type_Count,CPE_Vendor_Name,CPE_Vendor_Name_Count,CPE_Product_Name,CPE_Product_Name_Count,CPE_Versions,CPE_Versions_Count,CPE_Update,CPE_Update_Count
CVE-2018-5407,True,Simultaneous Multi-threading (SMT) in processors can enable local users to exploit software vulnerable to timing attacks via a side-channel timing attack on 'port contention'.,24,nodejs,0,node.js,0,"0.0.1,0.0.2,0.0.3,0.0.4,0.0.5,0.0.6,0.1.0,0.1.1,0.1.2,0.1.3,0.1.4,0.1.5,0.1.6,0.1.7,0.1.8,0.1.9,0.1.10,0.1.11,0.1.12,0.1.13,0.1.14,0.1.15,0.1.16,0.1.17,0.1.18,0.1.19,0.1.20,0.1.21,0.1.22,0.1.23,0.1.24,0.1.25,0.1.26,0.1.27,0.1.28,0.1.29,0.1.30,0.1.31,0.1.32,0.1.33,0.1.90,0.1.91,0.1.92,0.1.93,0.1.94,0.1.95,0.1.96,0.1.97,0.1.98,0.1.99,0.1.100,0.1.101,0.1.102,0.1.103,0.1.104,0.2.0,0.2.1,0.2.2,0.2.3,0.2.4,0.2.5,0.2.6,0.3.0,0.3.1,0.3.2,0.3.3,0.3.4,0.3.5,0.3.6,0.3.7,0.3.8,0.4.0,0.4.1,0.4.2,0.4.3,0.4.4,0.4.5,0.4.6,0.4.7,0.4.8,0.4.9,0.4.10,0.4.11,0.4.12,0.5.0,0.5.1,0.5.2,0.5.3,0.5.4,0.5.5,0.5.6,0.5.7,0.5.8,0.5.9,0.5.10,0.6.0,0.6.1,0.6.2,0.6.3,0.6.4,0.6.5,0.6.6,0.6.7,0.6.8,0.6.9,0.6.10,0.6.11,0.6.12,0.6.13,0.6.14,0.6.15,0.6.16,0.6.17,0.6.18,0.6.19,0.6.20,0.6.21,0.7.0,0.7.1,0.7.2,0.7.3,0.7.4,0.7.5,0.7.6,0.7.7,0.7.8,0.7.9,0.7.10,0.7.11,0.7.12,0.8.0,0.8.1,0.8.2,0.8.3,0.8.4,0.8.5,0.8.6,0.8.7,0.8.8,0.8.9,0.8.10,0.8.11,0.8.12,0.8.13,0.8.14,0.8.15,0.8.16,0.8.17,0.8.18,0.8.19,0.8.20,0.8.21,0.8.22,0.8.23,0.8.24,0.8.25,0.8.26,0.8.27,0.8.28,0.9.0,0.9.1,0.9.2,0.9.3,0.9.4,0.9.5,0.9.6,0.9.7,0.9.8,0.9.9,0.9.10,0.9.11,0.9.12,0.10.0,0.10.1,0.10.2,0.10.3,0.10.4,0.10.5,0.10.6,0.10.7,0.10.8,0.10.9,0.10.10,0.10.11,0.10.12,0.10.13,0.10.14,0.10.15,0.10.16,0.10.16-isaacs-manual,0.10.17,0.10.18,0.10.19,0.10.20,0.10.21,0.10.22,0.10.23,0.10.24,0.10.25,0.10.26,0.10.27,0.10.28,0.10.29,0.10.30,0.10.31,0.10.32,0.10.33,0.10.34,0.10.35,0.10.36,0.10.37,0.10.38,0.10.39,0.10.40,0.10.41,0.10.42,0.10.43,0.10.44,0.10.45,0.10.46,0.10.47,0.10.48,0.11.0,0.11.1,0.11.2,0.11.3,0.11.4,0.11.5,0.11.6,0.11.7,0.11.8,0.11.9,0.11.10,0.11.11,0.11.12,0.11.13,0.11.14,0.11.15,0.11.16,0.12.0,0.12.1,0.12.2,0.12.3,0.12.4,0.12.5,0.12.6,0.12.7,0.12.8,0.12.9,0.12.10,0.12.11,0.12.12,0.12.13,0.12.14,0.12.15,0.12.16,0.12.17,0.12.18,1.0.0,1.0.1,1.0.2,1.0.3,1.0.4,1.1.0,1.2.0,1.3.0,1.4.1,1.4.2,1.4.3,1.5.0,1.5.1,1.6.0,1.6.1,1.6.2,1.6.3,1.6.4,1.7.0,1.7.1,1.8.1,1.8.2,1.8.3,1.8.4,2.0.0,2.0.1,2.0.2,2.1.0,2.2.0,2.2.1,2.3.0,2.3.1,2.3.2,2.3.3,2.3.4,2.4.0,2.5.0,3.0.0,3.1.0,3.2.0,3.3.0,3.3.1,4.0.0,4.1.0,4.1.1,4.1.2,4.2.0,4.2.1,4.2.2,4.2.3,4.2.4,4.2.5,4.2.6,4.3.0,4.3.1,4.3.2,4.4.0,4.4.1,4.4.2,4.4.3,4.4.4,4.4.5,4.4.6,4.4.7,4.5.0,4.6.0,4.6.1,4.6.2,4.7.0,4.7.1,4.7.2,4.7.3,4.8.0,4.8.1,4.8.2,4.8.3,4.8.4,4.8.5,4.8.6,4.8.7,4.9.0,4.9.1,5.0.0,5.1.0,5.1.1,5.2.0,5.3.0,5.4.0,5.4.1,5.5.0,5.6.0,5.7.0,5.7.1,5.8.0,5.9.0,5.9.1,5.10.0,5.10.1,5.11.0,5.11.1,5.12.0,6.0.0,6.1.0,6.2.0,6.2.1,6.2.2,6.3.0,6.3.1,6.4.0,6.5.0,6.6.0,6.7.0,6.8.0,6.8.1,6.9.0,6.9.1,6.9.2,6.9.3,6.9.4,6.9.5,6.10.0,6.10.1,6.10.2,6.10.3,6.11.0,6.11.1,6.11.2,6.11.3,6.11.4,6.11.5,6.12.0,6.12.1,6.12.2,6.12.3,6.13.0,6.13.1,6.14.0,6.14.1,6.14.2,6.14.3,8.0.0,8.1.0,8.1.1,8.1.2,8.1.3,8.1.4,8.2.0,8.2.1,8.3.0,8.4.0,8.5.0,8.6.0,8.7.0,8.8.0,8.8.1,8.9.0,8.9.1,8.9.2,8.9.3,8.9.4,8.10.0,8.11.0,8.11.1,8.11.2,8.11.3,10.0.0,10.1.0,10.2.0,10.2.1,10.3.0,10.4.0,10.4.1,10.5.0,10.6.0,10.7.0,10.8.0",0,"{'o', 'a'}","[13, 6]","{'debian', 'nodejs', 'oracle', 'redhat', 'tenable', 'canonical', 'openssl'}","[2, 3, 1, 7, 1, 4, 1]","{'enterprise_linux_workstation', 'vm_virtualbox', 'ubuntu_linux', 'enterprise_linux_server_tus', 'enterprise_linux_server', 'debian_linux', 'enterprise_linux_server_eus', 'enterprise_linux_desktop', 'openssl', 'node.js', 'nessus', 'enterprise_linux_server_aus'}","[1, 1, 4, 1, 2, 2, 1, 1, 1, 3, 1, 1]","{'*', '7.0', '14.04', '8.0', '16.04', '18.04', '7.6', '18.10', '9.0'}","[6, 3, 1, 1, 1, 1, 4, 1, 1]",{'*'},[19]
CVE-2018-7158,True,"The `'path'` module in the Node.js 4.x release line contains a potential regular expression denial of service (ReDoS) vector. The code in question was replaced in Node.js 6.x and later so this vulnerability only impacts all versions of Node.js 4.x. The regular expression, `splitPathRe`, used within the `'path'` module for the various path parsing functions, including `path.dirname()`, `path.extname()` and `path.parse()` was structured in such a way as to allow an attacker to craft a string, that when passed through one of these functions, could take a significant amount of time to evaluate, potentially leading to a full denial of service.",100,nodejs,0,node.js,0,"4.0.0,4.1.0,4.1.1,4.1.2,4.2.0,4.2.1,4.2.2,4.2.3,4.2.4,4.2.5,4.2.6,4.3.0,4.3.1,4.3.2,4.4.0,4.4.1,4.4.2,4.4.3,4.4.4,4.4.5,4.4.6,4.4.7,4.5.0,4.6.0,4.6.1,4.6.2,4.7.0,4.7.1,4.7.2,4.7.3,4.8.0,4.8.1,4.8.2,4.8.3,4.8.4,4.8.5,4.8.6,4.8.7,4.9.0,4.9.1,5.0.0,5.1.0,5.1.1,5.2.0,5.3.0,5.4.0,5.4.1,5.5.0,5.6.0,5.7.0,5.7.1,5.8.0,5.9.0,5.9.1,5.10.0,5.10.1,5.11.0,5.11.1,5.12.0",0,{'a'},[1],{'nodejs'},[1],{'node.js'},[1],{'*'},[1],{'*'},[1]
CVE-2018-7159,True,"The HTTP parser in all current versions of Node.js ignores spaces in the `Content-Length` header, allowing input such as `Content-Length: 1 2` to be interpreted as having a value of `12`. The HTTP specification does not allow for spaces in the `Content-Length` value and the Node.js HTTP parser has been brought into line on this particular difference. The security risk of this flaw to Node.js users is considered to be VERY LOW as it is difficult, and may be impossible, to craft an attack that makes use of this flaw in a way that could not already be achieved by supplying an incorrect value for `Content-Length`. Vulnerabilities may exist in user-code that make incorrect assumptions about the potential accuracy of this value compared to the actual length of the data supplied. Node.js users crafting lower-level HTTP utilities are advised to re-check the length of any input supplied after parsing is complete.",151,nodejs,0,node.js,0,"0.0.1,0.0.2,0.0.3,0.0.4,0.0.5,0.0.6,0.1.0,0.1.1,0.1.2,0.1.3,0.1.4,0.1.5,0.1.6,0.1.7,0.1.8,0.1.9,0.1.10,0.1.11,0.1.12,0.1.13,0.1.14,0.1.15,0.1.16,0.1.17,0.1.18,0.1.19,0.1.20,0.1.21,0.1.22,0.1.23,0.1.24,0.1.25,0.1.26,0.1.27,0.1.28,0.1.29,0.1.30,0.1.31,0.1.32,0.1.33,0.1.90,0.1.91,0.1.92,0.1.93,0.1.94,0.1.95,0.1.96,0.1.97,0.1.98,0.1.99,0.1.100,0.1.101,0.1.102,0.1.103,0.1.104,0.2.0,0.2.1,0.2.2,0.2.3,0.2.4,0.2.5,0.2.6,0.3.0,0.3.1,0.3.2,0.3.3,0.3.4,0.3.5,0.3.6,0.3.7,0.3.8,0.4.0,0.4.1,0.4.2,0.4.3,0.4.4,0.4.5,0.4.6,0.4.7,0.4.8,0.4.9,0.4.10,0.4.11,0.4.12,0.5.0,0.5.1,0.5.2,0.5.3,0.5.4,0.5.5,0.5.6,0.5.7,0.5.8,0.5.9,0.5.10,0.6.0,0.6.1,0.6.2,0.6.3,0.6.4,0.6.5,0.6.6,0.6.7,0.6.8,0.6.9,0.6.10,0.6.11,0.6.12,0.6.13,0.6.14,0.6.15,0.6.16,0.6.17,0.6.18,0.6.19,0.6.20,0.6.21,0.7.0,0.7.1,0.7.2,0.7.3,0.7.4,0.7.5,0.7.6,0.7.7,0.7.8,0.7.9,0.7.10,0.7.11,0.7.12,0.8.0,0.8.1,0.8.2,0.8.3,0.8.4,0.8.5,0.8.6,0.8.7,0.8.8,0.8.9,0.8.10,0.8.11,0.8.12,0.8.13,0.8.14,0.8.15,0.8.16,0.8.17,0.8.18,0.8.19,0.8.20,0.8.21,0.8.22,0.8.23,0.8.24,0.8.25,0.8.26,0.8.27,0.8.28,0.9.0,0.9.1,0.9.2,0.9.3,0.9.4,0.9.5,0.9.6,0.9.7,0.9.8,0.9.9,0.9.10,0.9.11,0.9.12,0.10.0,0.10.1,0.10.2,0.10.3,0.10.4,0.10.5,0.10.6,0.10.7,0.10.8,0.10.9,0.10.10,0.10.11,0.10.12,0.10.13,0.10.14,0.10.15,0.10.16,0.10.16-isaacs-manual,0.10.17,0.10.18,0.10.19,0.10.20,0.10.21,0.10.22,0.10.23,0.10.24,0.10.25,0.10.26,0.10.27,0.10.28,0.10.29,0.10.30,0.10.31,0.10.32,0.10.33,0.10.34,0.10.35,0.10.36,0.10.37,0.10.38,0.10.39,0.10.40,0.10.41,0.10.42,0.10.43,0.10.44,0.10.45,0.10.46,0.10.47,0.10.48,0.11.0,0.11.1,0.11.2,0.11.3,0.11.4,0.11.5,0.11.6,0.11.7,0.11.8,0.11.9,0.11.10,0.11.11,0.11.12,0.11.13,0.11.14,0.11.15,0.11.16,0.12.0,0.12.1,0.12.2,0.12.3,0.12.4,0.12.5,0.12.6,0.12.7,0.12.8,0.12.9,0.12.10,0.12.11,0.12.12,0.12.13,0.12.14,0.12.15,0.12.16,0.12.17,0.12.18,1.0.0,1.0.1,1.0.2,1.0.3,1.0.4,1.1.0,1.2.0,1.3.0,1.4.1,1.4.2,1.4.3,1.5.0,1.5.1,1.6.0,1.6.1,1.6.2,1.6.3,1.6.4,1.7.0,1.7.1,1.8.1,1.8.2,1.8.3,1.8.4,2.0.0,2.0.1,2.0.2,2.1.0,2.2.0,2.2.1,2.3.0,2.3.1,2.3.2,2.3.3,2.3.4,2.4.0,2.5.0,3.0.0,3.1.0,3.2.0,3.3.0,3.3.1,4.0.0,4.1.0,4.1.1,4.1.2,4.2.0,4.2.1,4.2.2,4.2.3,4.2.4,4.2.5,4.2.6,4.3.0,4.3.1,4.3.2,4.4.0,4.4.1,4.4.2,4.4.3,4.4.4,4.4.5,4.4.6,4.4.7,4.5.0,4.6.0,4.6.1,4.6.2,4.7.0,4.7.1,4.7.2,4.7.3,4.8.0,4.8.1,4.8.2,4.8.3,4.8.4,4.8.5,4.8.6,4.8.7,4.9.0,4.9.1,5.0.0,5.1.0,5.1.1,5.2.0,5.3.0,5.4.0,5.4.1,5.5.0,5.6.0,5.7.0,5.7.1,5.8.0,5.9.0,5.9.1,5.10.0,5.10.1,5.11.0,5.11.1,5.12.0,6.0.0,6.1.0,6.2.0,6.2.1,6.2.2,6.3.0,6.3.1,6.4.0,6.5.0,6.6.0,6.7.0,6.8.0,6.8.1,6.9.0,6.9.1,6.9.2,6.9.3,6.9.4,6.9.5,6.10.0,6.10.1,6.10.2,6.10.3,6.11.0,6.11.1,6.11.2,6.11.3,6.11.4,6.11.5,6.12.0,6.12.1,6.12.2,6.12.3,6.13.0,6.13.1,6.14.0,6.14.1,6.14.2,6.14.3,6.14.4,6.15.0,6.15.1,6.16.0,7.0.0,7.1.0,7.2.0,7.2.1,7.3.0,7.4.0,7.5.0,7.6.0,7.7.0,7.7.1,7.7.2,7.7.3,7.7.4,7.8.0,7.9.0,7.10.0,7.10.1,8.0.0,8.1.0,8.1.1,8.1.2,8.1.3,8.1.4,8.2.0,8.2.1,8.3.0,8.4.0,8.5.0,8.6.0,8.7.0,8.8.0,8.8.1,8.9.0,8.9.1,8.9.2,8.9.3,8.9.4,8.10.0,8.11.0,8.11.1,8.11.2,8.11.3,8.11.4,8.12.0,8.13.0,8.14.0,8.14.1,8.15.0,8.15.1,9.0.0,9.1.0,9.2.0,9.2.1,9.3.0,9.4.0,9.5.0,9.6.0,9.6.1,9.7.0,9.7.1,9.8.0,9.9.0",0,{'a'},[1],{'nodejs'},[1],{'node.js'},[1],{'*'},[1],{'*'},[1]
CVE-2018-7160,True,"The Node.js inspector, in 6.x and later is vulnerable to a DNS rebinding attack which could be exploited to perform remote code execution. An attack is possible from malicious websites open in a web browser on the same computer, or another computer with network access to the computer running the Node.js process. A malicious website could use a DNS rebinding attack to trick the web browser to bypass same-origin-policy checks and to allow HTTP connections to localhost or to hosts on the local network. If a Node.js process with the debug port active is running on localhost or on a host on the local network, the malicious website could connect to it as a debugger, and get full code execution access.",121,nodejs,0,node.js,0,"6.0.0,6.1.0,6.2.0,6.2.1,6.2.2,6.3.0,6.3.1,6.4.0,6.5.0,6.6.0,6.7.0,6.8.0,6.8.1,6.9.0,6.9.1,6.9.2,6.9.3,6.9.4,6.9.5,6.10.0,6.10.1,6.10.2,6.10.3,6.11.0,6.11.1,6.11.2,6.11.3,6.11.4,6.11.5,6.12.0,6.12.1,6.12.2,6.12.3,6.13.0,6.13.1,6.14.0,6.14.1,6.14.2,6.14.3,6.14.4,6.15.0,6.15.1,6.16.0,7.0.0,7.1.0,7.2.0,7.2.1,7.3.0,7.4.0,7.5.0,7.6.0,7.7.0,7.7.1,7.7.2,7.7.3,7.7.4,7.8.0,7.9.0,7.10.0,7.10.1,8.0.0,8.1.0,8.1.1,8.1.2,8.1.3,8.1.4,8.2.0,8.2.1,8.3.0,8.4.0,8.5.0,8.6.0,8.7.0,8.8.0,8.8.1,8.9.0,8.9.1,8.9.2,8.9.3,8.9.4,8.10.0,8.11.0,8.11.1,8.11.2,8.11.3,8.11.4,8.12.0,8.13.0,8.14.0,8.14.1,8.15.0,8.15.1,9.0.0,9.1.0,9.2.0,9.2.1,9.3.0,9.4.0,9.5.0,9.6.0,9.6.1,9.7.0,9.7.1,9.8.0,9.9.0,9.10.0,9.10.1,9.11.0,9.11.1,9.11.2,10.0.0,10.1.0,10.2.0,10.2.1,10.3.0,10.4.0,10.4.1,10.5.0,10.6.0,10.7.0,10.8.0,10.9.0,10.10.0,10.11.0,10.12.0,10.13.0,10.14.0,10.14.1,10.14.2,10.15.0,10.15.1,10.15.2,11.0.0,11.1.0,11.2.0,11.3.0,11.4.0,11.5.0,11.6.0,11.7.0,11.8.0",0,{'a'},[1],{'nodejs'},[1],{'node.js'},[1],{'*'},[1],{'*'},[1]
CVE-2018-7161,True,"All versions of Node.js 8.x, 9.x, and 10.x are vulnerable and the severity is HIGH. An attacker can cause a denial of service (DoS) by causing a node server providing an http2 server to crash. This can be accomplished by interacting with the http2 server in a manner that triggers a cleanup bug where objects are used in native code after they are no longer available. This has been addressed by updating the http2 implementation.",75,nodejs,0,node.js,0,"8.0.0,8.1.0,8.1.1,8.1.2,8.1.3,8.1.4,8.2.0,8.2.1,8.3.0,8.4.0,8.5.0,8.6.0,8.7.0,8.8.0,8.8.1,8.9.0,8.9.1,8.9.2,8.9.3,8.9.4,8.10.0,8.11.0,8.11.1,8.11.2,9.0.0,9.1.0,9.2.0,9.2.1,9.3.0,9.4.0,9.5.0,9.6.0,9.6.1,9.7.0,9.7.1,9.8.0,9.9.0,9.10.0,9.10.1,9.11.0,9.11.1,9.11.2,10.0.0,10.1.0,10.2.0,10.2.1,10.3.0,10.4.0,10.4.1,10.5.0,10.6.0,10.7.0",0,{'a'},[3],{'nodejs'},[3],{'node.js'},[3],{'*'},[3],{'*'},[3]
CVE-2018-7162,True,All versions of Node.js 9.x and 10.x are vulnerable and the severity is HIGH. An attacker can cause a denial of service (DoS) by causing a node process which provides an http server supporting TLS server to crash. This can be accomplished by sending duplicate/unexpected messages during the handshake. This vulnerability has been addressed by updating the TLS implementation.,59,nodejs,0,node.js,0,"9.0.0,9.1.0,9.2.0,9.2.1,9.3.0,9.4.0,9.5.0,9.6.0,9.6.1,9.7.0,9.7.1,9.8.0,9.9.0,9.10.0,9.10.1,9.11.0,9.11.1,9.11.2,10.0.0,10.1.0,10.2.0,10.2.1,10.3.0,10.4.0,10.4.1,10.5.0,10.6.0,10.7.0",0,{'a'},[2],{'nodejs'},[2],{'node.js'},[2],{'*'},[2],{'*'},[2]
CVE-2018-7164,True,Node.js versions 9.7.0 and later and 10.x are vulnerable and the severity is MEDIUM. A bug introduced in 9.7.0 increases the memory consumed when reading from the network into JavaScript using the net.Socket object directly as a stream. An attacker could use this cause a denial of service by sending tiny chunks of data in short succession. This vulnerability was restored by reverting to the prior behaviour.,67,nodejs,0,node.js,0,"9.7.0,9.7.1,9.8.0,9.9.0,9.10.0,9.10.1,9.11.0,9.11.1,9.11.2,10.0.0,10.1.0,10.2.0,10.2.1,10.3.0,10.4.0,10.4.1,10.5.0,10.6.0,10.7.0",0,{'a'},[1],{'nodejs'},[1],{'node.js'},[1],{'*'},[1],{'*'},[1]
CVE-2018-7166,True,"In all versions of Node.js 10 prior to 10.9.0, an argument processing flaw can cause `Buffer.alloc()` to return uninitialized memory. This method is intended to be safe and only return initialized, or cleared, memory. The third argument specifying `encoding` can be passed as a number, this is misinterpreted by `Buffer's` internal ""fill"" method as the `start` to a fill operation. This flaw may be abused where `Buffer.alloc()` arguments are derived from user input to return uncleared memory blocks that may contain sensitive information.",83,nodejs,0,node.js,0,"10.0.0,10.1.0,10.2.0,10.2.1,10.3.0,10.4.0,10.4.1,10.5.0,10.6.0,10.7.0,10.8.0",0,{'a'},[1],{'nodejs'},[1],{'node.js'},[1],{'*'},[1],{'*'},[1]
CVE-2018-7167,True,"Calling Buffer.fill() or Buffer.alloc() with some parameters can lead to a hang which could result in a Denial of Service. In order to address this vulnerability, the implementations of Buffer.alloc() and Buffer.fill() were updated so that they zero fill instead of hanging in these cases. All versions of Node.js 6.x (LTS ""Boron""), 8.x (LTS ""Carbon""), and 9.x are vulnerable. All versions of Node.js 10.x (Current) are NOT vulnerable.",68,nodejs,0,node.js,0,"6.1.0,6.2.0,6.2.1,6.2.2,6.3.0,6.3.1,6.4.0,6.5.0,6.6.0,6.7.0,6.8.0,6.8.1,6.9.0,6.9.1,6.9.2,6.9.3,6.9.4,6.9.5,6.10.0,6.10.1,6.10.2,6.10.3,6.11.0,6.11.1,6.11.2,6.11.3,6.11.4,6.11.5,6.12.0,6.12.1,6.12.2,6.12.3,6.13.0,6.13.1,6.14.0,6.14.1,6.14.2,6.14.3,8.0.0,8.1.0,8.1.1,8.1.2,8.1.3,8.1.4,8.2.0,8.2.1,8.3.0,8.4.0,8.5.0,8.6.0,8.7.0,8.8.0,8.8.1,8.9.0,8.9.1,8.9.2,8.9.3,8.9.4,8.10.0,8.11.0,8.11.1,8.11.2,8.11.3,9.0.0,9.1.0,9.2.0,9.2.1,9.3.0,9.4.0,9.5.0,9.6.0,9.6.1,9.7.0,9.7.1,9.8.0,9.9.0,9.10.0,9.10.1,9.11.0,9.11.1,9.11.2",0,{'a'},[3],{'nodejs'},[3],{'node.js'},[3],{'*'},[3],{'*'},[3]
CVE-2017-1000188,True,nodejs ejs version older than 2.5.5 is vulnerable to a Cross-site-scripting in the ejs.renderFile() resulting in code injection,18,DNE,n/a,DNE,n/a,DNE,n/a,{'a'},[1],{'ejs'},[1],{'ejs'},[1],{'*'},[1],{'*'},[1]
CVE-2017-1000189,True,nodejs ejs version older than 2.5.5 is vulnerable to a denial-of-service due to weak input validation in the ejs.renderFile(),19,DNE,n/a,DNE,n/a,DNE,n/a,{'a'},[1],{'ejs'},[1],{'ejs'},[1],{'*'},[1],{'*'},[1]
CVE-2017-1000228,True,nodejs ejs versions older than 2.5.3 is vulnerable to remote code execution due to weak input validation in ejs.renderFile() function,20,DNE,n/a,DNE,n/a,DNE,n/a,{'a'},[1],{'ejs'},[1],{'ejs'},[1],{'*'},[1],{'*'},[1]
