ID,Has_Description,Description,Description_WC,Vendor_Name,Vendor_Count,Product_Name,Product_Count,Version_Value,Version_Count,CPE_System_Type,CPE_System_Type_Count,CPE_Vendor_Name,CPE_Vendor_Name_Count,CPE_Product_Name,CPE_Product_Name_Count,CPE_Versions,CPE_Versions_Count,CPE_Update,CPE_Update_Count
CVE-2017-11499,True,"Node.js v4.0 through v4.8.3, all versions of v5.x, v6.0 through v6.11.0, v7.0 through v7.10.0, and v8.0 through v8.1.3 was susceptible to hash flooding remote DoS attacks as the HashTable seed was constant across a given released version of Node.js. This was a result of building with V8 snapshots enabled by default which caused the initially randomized seed to be overwritten on startup.",62,nodejs,0,node.js,0,"4.0.0,4.1.0,4.1.1,4.1.2,4.2.0,4.2.1,4.2.2,4.2.3,4.2.4,4.2.5,4.2.6,4.3.0,4.3.1,4.3.2,4.4.0,4.4.1,4.4.2,4.4.3,4.4.4,4.4.5,4.4.6,4.4.7,4.5.0,4.6.0,4.6.1,4.6.2,4.7.0,4.7.1,4.7.2,4.7.3,4.8.0,4.8.1,4.8.2,4.8.3,5.0.0,5.1.0,5.1.1,5.2.0,5.3.0,5.4.0,5.4.1,5.5.0,5.6.0,5.7.0,5.7.1,5.8.0,5.9.0,5.9.1,5.10.0,5.10.1,5.11.0,5.11.1,5.12.0,6.0.0,6.1.0,6.2.0,6.2.1,6.2.2,6.3.0,6.3.1,6.4.0,6.5.0,6.6.0,6.7.0,6.8.0,6.8.1,6.9.0,6.9.1,6.9.2,6.9.3,6.9.4,6.9.5,6.10.0,6.10.1,6.10.2,6.10.3,6.11.0,6.11.1,7.0.0,7.1.0,7.2.0,7.2.1,7.3.0,7.4.0,7.5.0,7.6.0,7.7.0,7.7.1,7.7.2,7.7.3,7.7.4,7.8.0,7.9.0,7.10.0,7.10.1,8.0.0,8.1.0,8.1.1,8.1.2,8.1.3",0,{'a'},[100],{'nodejs'},[100],{'node.js'},[100],"{'4.7.0', '4.8.3', '6.9.4', '5.3.0', '5.4.0', '5.0.0', '5.5.0', '6.9.2', '5.10.1', '4.6.1', '6.11.0', '4.2.0', '8.1.2', '7.7.1', '8.1.3', '6.5.0', '5.10.0', '4.2.2', '6.1.0', '5.11.0', '7.8.0', '4.2.3', '7.10.0', '7.7.2', '7.0.0', '4.5.0', '4.4.5', '6.9.5', '4.8.1', '4.3.1', '8.0.0', '4.4.4', '7.10.1', '5.1.1', '4.3.0', '4.4.1', '4.2.5', '7.7.4', '6.2.2', '8.1.0', '6.10.0', '5.9.1', '4.2.4', '4.6.0', '6.3.1', '6.0.0', '4.4.7', '6.7.0', '5.7.0', '4.4.2', '4.8.0', '6.9.0', '7.9.0', '6.10.2', '7.7.0', '5.4.1', '5.9.0', '4.7.1', '4.4.6', '5.1.0', '5.11.1', '4.4.3', '7.3.0', '5.12.0', '6.6.0', '6.8.1', '5.8.0', '6.8.0', '7.2.0', '4.0.0', '4.2.1', '4.1.0', '4.7.3', '6.9.3', '4.6.2', '4.4.0', '7.5.0', '6.4.0', '4.2.6', '8.1.1', '7.7.3', '4.7.2', '6.9.1', '4.1.2', '6.3.0', '6.2.1', '6.11.1', '4.8.2', '5.7.1', '6.2.0', '7.2.1', '7.1.0', '7.4.0', '6.10.1', '7.6.0', '4.1.1', '4.3.2', '6.10.3', '5.2.0', '5.6.0'}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",{'*'},[100]
CVE-2017-14849,True,"Node.js 8.5.0 before 8.6.0 allows remote attackers to access unintended files, because a change to "".."" handling was incompatible with the pathname validation used by unspecified community modules.",28,nodejs,0,node.js,0,8.5.0,0,{'a'},[1],{'nodejs'},[1],{'node.js'},[1],{'8.5.0'},[1],{'*'},[1]
CVE-2017-14919,True,"Node.js before 4.8.5, 6.x before 6.11.5, and 8.x before 8.8.0 allows remote attackers to cause a denial of service (uncaught exception and crash) by leveraging a change in the zlib module 1.2.9 making 8 an invalid value for the windowBits parameter.",41,nodejs,0,node.js,0,"4.8.2,4.8.3,4.8.4,6.10.2,6.10.3,6.11.0,6.11.1,6.11.2,6.11.3,6.11.4,8.0.0,8.1.0,8.1.1,8.1.2,8.1.3,8.1.4,8.2.0,8.2.1,8.3.0,8.4.0,8.5.0,8.6.0,8.7.0",0,{'a'},[23],{'nodejs'},[23],{'node.js'},[23],"{'4.8.3', '8.1.4', '6.10.2', '8.3.0', '6.11.2', '8.1.1', '8.2.1', '8.5.0', '8.7.0', '6.11.4', '6.11.1', '8.0.0', '4.8.2', '6.11.0', '8.4.0', '8.2.0', '4.8.4', '8.1.0', '8.1.2', '8.6.0', '8.1.3', '6.10.3', '6.11.3'}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",{'*'},[23]
CVE-2017-15896,True,Node.js was affected by OpenSSL vulnerability CVE-2017-3737 in regards to the use of SSL_read() due to TLS handshake failure. The result was that an active network attacker could send application data to Node.js using the TLS or HTTP2 modules in a way that bypassed TLS authentication and encryption.,48,nodejs,0,node.js,0,"8.0.0,8.1.0,8.1.1,8.1.2,8.1.3,8.1.4,8.2.0,8.2.1,8.3.0,8.4.0,8.6.0,8.7.0,8.8.0,8.8.1,8.9.0,8.9.1,8.9.2,8.9.3,9.0.0,9.1.0,9.2.0,9.2.1,9.3.0",0,{'a'},[23],{'nodejs'},[23],{'node.js'},[23],"{'8.9.1', '9.2.0', '8.9.3', '9.3.0', '8.9.0', '8.8.1', '9.1.0', '8.1.4', '8.3.0', '8.1.1', '8.2.1', '8.7.0', '8.8.0', '8.9.2', '9.2.1', '8.0.0', '8.4.0', '8.2.0', '9.0.0', '8.1.0', '8.1.2', '8.6.0', '8.1.3'}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",{'*'},[23]
CVE-2017-15897,True,"Node.js had a bug in versions 8.X and 9.X which caused buffers to not be initialized when the encoding for the fill value did not match the encoding specified. For example, 'Buffer.alloc(0x100, ""This is not correctly encoded"", ""hex"");' The buffer implementation was updated such that the buffer will be initialized to all zeros in these cases.",56,nodejs,0,node.js,0,"8.0.0,8.1.0,8.1.1,8.1.2,8.1.3,8.1.4,8.2.0,8.2.1,8.3.0,8.4.0,8.6.0,8.7.0,8.8.0,8.8.1,8.9.0,8.9.1,8.9.2,8.9.3,9.0.0,9.1.0,9.2.0,9.2.1,9.3.0",0,{'a'},[23],{'nodejs'},[23],{'node.js'},[23],"{'8.9.1', '9.2.0', '8.9.3', '9.3.0', '8.9.0', '8.8.1', '9.1.0', '8.1.4', '8.3.0', '8.1.1', '8.2.1', '8.7.0', '8.8.0', '8.9.2', '9.2.1', '8.0.0', '8.4.0', '8.2.0', '9.0.0', '8.1.0', '8.1.2', '8.6.0', '8.1.3'}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",{'*'},[23]
CVE-2017-16024,True,"The sync-exec module is used to simulate child_process.execSync in node versions <0.11.9. Sync-exec uses tmp directories as a buffer before returning values. Other users on the server have read access to the tmp directory, possibly allowing an attacker on the server to obtain confidential information from the buffer/tmp file, while it exists.",52,nodejs,0,node.js,0,"0.0.1,0.0.2,0.0.3,0.0.4,0.0.5,0.0.6,0.1.0,0.1.1,0.1.2,0.1.3,0.1.4,0.1.5,0.1.6,0.1.7,0.1.8,0.1.9,0.1.10,0.1.11,0.1.12,0.1.13,0.1.14,0.1.15,0.1.16,0.1.17,0.1.18,0.1.19,0.1.20,0.1.21,0.1.22,0.1.23,0.1.24,0.1.25,0.1.26,0.1.27,0.1.28,0.1.29,0.1.30,0.1.31,0.1.32,0.1.33,0.1.90,0.1.91,0.1.92,0.1.93,0.1.94,0.1.95,0.1.96,0.1.97,0.1.98,0.1.99,0.1.100,0.1.101,0.1.102,0.1.103,0.1.104,0.2.0,0.2.1,0.2.2,0.2.3,0.2.4,0.2.5,0.2.6,0.3.0,0.3.1,0.3.2,0.3.3,0.3.4,0.3.5,0.3.6,0.3.7,0.3.8,0.4.0,0.4.1,0.4.2,0.4.3,0.4.4,0.4.5,0.4.6,0.4.7,0.4.8,0.4.9,0.4.10,0.4.11,0.4.12,0.5.0,0.5.1,0.5.2,0.5.3,0.5.4,0.5.5,0.5.6,0.5.7,0.5.8,0.5.9,0.5.10,0.6.0,0.6.1,0.6.2,0.6.3,0.6.4,0.6.5,0.6.6,0.6.7,0.6.8,0.6.9,0.6.10,0.6.11,0.6.12,0.6.13,0.6.14,0.6.15,0.6.16,0.6.17,0.6.18,0.6.19,0.6.20,0.6.21,0.7.0,0.7.1,0.7.2,0.7.3,0.7.4,0.7.5,0.7.6,0.7.7,0.7.8,0.7.9,0.7.10,0.7.11,0.7.12,0.8.0,0.8.1,0.8.2,0.8.3,0.8.4,0.8.5,0.8.6,0.8.7,0.8.8,0.8.9,0.8.10,0.8.11,0.8.12,0.8.13,0.8.14,0.8.15,0.8.16,0.8.17,0.8.18,0.8.19,0.8.20,0.8.21,0.8.22,0.8.23,0.8.24,0.8.25,0.8.26,0.8.27,0.8.28,0.9.0,0.9.1,0.9.2,0.9.3,0.9.4,0.9.5,0.9.6,0.9.7,0.9.8,0.9.9,0.9.10,0.9.11,0.9.12,0.10.0,0.10.1,0.10.2,0.10.3,0.10.4,0.10.5,0.10.6,0.10.7,0.10.8,0.10.9,0.10.10,0.10.11,0.10.12,0.10.13,0.10.14,0.10.15,0.10.16,0.10.16-isaacs-manual,0.10.17,0.10.18,0.10.19,0.10.20,0.10.21,0.10.22,0.10.23,0.10.24,0.10.25,0.10.26,0.10.27,0.10.28,0.10.29,0.10.30,0.10.31,0.10.32,0.10.33,0.10.34,0.10.35,0.10.36,0.10.37,0.10.38,0.10.39,0.10.40,0.10.41,0.10.42,0.10.43,0.10.44,0.10.45,0.10.46,0.10.47,0.10.48,0.11.0,0.11.1,0.11.2,0.11.3,0.11.4,0.11.5,0.11.6,0.11.7,0.11.8",0,{'a'},[2],"{'nodejs', 'sync-exec_project'}","[1, 1]","{'node.js', 'sync-exec'}","[1, 1]",{'*'},[2],{'*'},[2]
CVE-2017-16042,True,"Growl adds growl notification support to nodejs. Growl before 1.10.2 does not properly sanitize input before passing it to exec, allowing for arbitrary command execution.",25,DNE,n/a,DNE,n/a,DNE,n/a,{'a'},[1],{'growl_project'},[1],{'growl'},[1],{'*'},[1],{'*'},[1]
CVE-2016-10578,True,"unicode loads unicode data downloaded from unicode.org into nodejs. Unicode before 9.0.0 downloads binary resources over HTTP, which leaves it vulnerable to MITM attacks.",24,DNE,n/a,DNE,n/a,DNE,n/a,{'a'},[1],{'unicode_project'},[1],{'unicode'},[1],{'*'},[1],{'*'},[1]
CVE-2016-10618,True,"node-browser is a wrapper webdriver by nodejs. node-browser downloads resources over HTTP, which leaves it vulnerable to MITM attacks.",19,node-browser_project,0,node-browser,0,0.0.3,0,{'a'},[1],{'node-browser_project'},[1],{'node-browser'},[1],{'*'},[1],{'*'},[1]
CVE-2016-10647,True,"node-air-sdk is an AIR SDK for nodejs. node-air-sdk downloads binary resources over HTTP, which leaves it vulnerable to MITM attacks. It may be possible to cause remote code execution (RCE) by swapping out the requested binary with an attacker controlled binary if the attacker is on the network or positioned in between the user and the remote server.",58,node-air-sdk_project,0,node-air-sdk,0,-,0,{'a'},[1],{'node-air-sdk_project'},[1],{'node-air-sdk'},[1],{'-'},[1],{'*'},[1]
CVE-2016-2086,True,"Node.js 0.10.x before 0.10.42, 0.12.x before 0.12.10, 4.x before 4.3.0, and 5.x before 5.6.0 allow remote attackers to conduct HTTP request smuggling attacks via a crafted Content-Length HTTP header.",29,nodejs,0,node.js,0,"0.10.0,0.10.1,0.10.2,0.10.3,0.10.4,0.10.5,0.10.6,0.10.7,0.10.8,0.10.9,0.10.10,0.10.11,0.10.12,0.10.13,0.10.14,0.10.15,0.10.16,0.10.16-isaacs-manual,0.10.17,0.10.18,0.10.19,0.10.20,0.10.21,0.10.22,0.10.23,0.10.24,0.10.25,0.10.26,0.10.27,0.10.28,0.10.29,0.10.30,0.10.31,0.10.32,0.10.33,0.10.34,0.10.35,0.10.36,0.10.37,0.10.38,0.10.39,0.10.40,0.10.41,0.12.0,0.12.1,0.12.2,0.12.3,0.12.4,0.12.5,0.12.6,0.12.7,0.12.8,0.12.9,4.0.0,4.1.0,4.1.1,4.1.2,4.2.0,4.2.1,4.2.2,4.2.3,4.2.4,4.2.5,4.2.6,5.0.0,5.1.0,5.1.1,5.2.0,5.3.0,5.4.0,5.4.1,5.5.0",0,"{'o', 'a'}","[2, 72]","{'fedoraproject', 'nodejs'}","[2, 72]","{'node.js', 'fedora'}","[72, 2]","{'4.1.0', '0.10.10', '0.10.24', '4.2.4', '0.10.21', '0.12.1', '4.2.3', '0.10.0', '0.10.36', '0.10.19', '0.12.4', '0.10.37', '0.10.29', '0.12.7', '0.10.11', '0.10.25', '0.10.41', '0.10.8', '0.10.7', '23', '5.3.0', '0.10.13', '0.10.38', '0.12.0', '0.12.2', '5.4.0', '0.10.39', '5.0.0', '0.10.20', '5.4.1', '4.2.6', '0.10.26', '5.5.0', '0.10.9', '0.10.31', '0.10.32', '0.12.6', '0.10.4', '4.1.2', '0.10.16-isaacs-manual', '0.10.30', '0.10.35', '0.10.23', '0.10.14', '0.10.1', '0.10.22', '0.12.5', '5.1.0', '5.2.0', '0.10.15', '0.10.40', '0.12.8', '0.12.3', '0.10.2', '5.1.1', '22', '0.10.27', '0.10.5', '0.10.34', '0.10.33', '0.10.16', '4.2.0', '0.10.6', '4.2.5', '0.10.3', '0.10.17', '0.12.9', '0.10.12', '4.1.1', '4.0.0', '4.2.1', '0.10.28', '4.2.2', '0.10.18'}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",{'*'},[74]
CVE-2016-2216,True,"The HTTP header parsing code in Node.js 0.10.x before 0.10.42, 0.11.6 through 0.11.16, 0.12.x before 0.12.10, 4.x before 4.3.0, and 5.x before 5.6.0 allows remote attackers to bypass an HTTP response-splitting protection mechanism via UTF-8 encoded Unicode characters in the HTTP header, as demonstrated by %c4%8d%c4%8a.",46,nodejs,0,node.js,0,"0.10.0,0.10.1,0.10.2,0.10.3,0.10.4,0.10.5,0.10.6,0.10.7,0.10.8,0.10.9,0.10.10,0.10.11,0.10.12,0.10.13,0.10.14,0.10.15,0.10.16,0.10.16-isaacs-manual,0.10.17,0.10.18,0.10.19,0.10.20,0.10.21,0.10.22,0.10.23,0.10.24,0.10.25,0.10.26,0.10.27,0.10.28,0.10.29,0.10.30,0.10.31,0.10.32,0.10.33,0.10.34,0.10.35,0.10.36,0.10.37,0.10.38,0.10.39,0.10.40,0.10.41,0.11.6,0.11.7,0.11.8,0.11.9,0.11.10,0.11.11,0.11.12,0.11.13,0.11.14,0.11.15,0.11.16,0.12.0,0.12.1,0.12.2,0.12.3,0.12.4,0.12.5,0.12.6,0.12.7,0.12.8,0.12.9,4.0.0,4.1.0,4.1.1,4.1.2,4.2.0,4.2.1,4.2.2,4.2.3,4.2.4,4.2.5,4.2.6,5.0.0,5.1.0,5.1.1,5.2.0,5.3.0,5.4.0,5.4.1,5.5.0",0,"{'o', 'a'}","[2, 83]","{'fedoraproject', 'nodejs'}","[2, 83]","{'node.js', 'fedora'}","[83, 2]","{'0.10.24', '0.10.21', '0.10.0', '0.10.36', '0.11.8', '0.10.37', '0.12.4', '0.10.25', '0.10.7', '5.3.0', '0.12.2', '5.4.0', '5.0.0', '5.5.0', '0.10.31', '0.10.32', '0.10.30', '0.11.15', '0.10.35', '0.12.5', '0.10.15', '0.10.2', '0.10.27', '0.11.6', '4.2.0', '0.11.11', '4.2.2', '4.2.3', '0.10.19', '0.10.29', '0.11.10', '0.10.41', '0.10.26', '0.12.6', '0.10.16-isaacs-manual', '0.11.16', '0.10.40', '0.12.3', '5.1.1', '22', '0.10.34', '0.11.7', '4.2.5', '0.10.3', '0.12.9', '0.10.12', '0.10.8', '0.10.18', '4.2.4', '0.12.1', '0.12.0', '0.10.39', '5.4.1', '0.10.9', '0.10.23', '0.10.14', '5.1.0', '0.12.8', '0.11.9', '0.10.5', '0.10.33', '0.10.16', '0.10.17', '4.0.0', '4.2.1', '0.10.28', '4.1.0', '0.10.10', '0.11.12', '0.12.7', '0.10.11', '23', '0.10.13', '0.10.38', '0.10.20', '4.2.6', '4.1.2', '0.10.4', '0.11.14', '0.10.22', '0.10.1', '0.11.13', '0.10.6', '4.1.1', '5.2.0'}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",{'*'},[85]
CVE-2016-3956,True,"The CLI in npm before 2.15.1 and 3.x before 3.8.3, as used in Node.js 0.10 before 0.10.44, 0.12 before 0.12.13, 4 before 4.4.2, and 5 before 5.10.0, includes bearer tokens with arbitrary requests, which allows remote HTTP servers to obtain sensitive information by reading Authorization headers.",46,ibm,0,sdk,0,"1.1.0.20,1.2.0.10,4.4.1.0",0,{'a'},[132],"{'ibm', 'npm', 'nodejs'}","[3, 39, 90]","{'node.js', 'npm', 'sdk'}","[90, 39, 3]","{'*', '0.10.24', '0.10.21', '3.3.7', '0.10.0', '0.10.36', '0.12.4', '0.10.37', '3.7.3', '0.10.25', '3.3.6', '0.10.7', '5.3.0', '0.12.2', '3.3.2', '5.4.0', '5.0.0', '3.7.2', '5.5.0', '0.10.31', '0.10.32', '0.10.30', '3.3.5', '0.10.35', '0.12.5', '0.10.15', '3.3.1', '0.10.2', '0.10.27', '4.2.0', '3.7.1', '3.0.0', '3.1.2', '4.2.2', '3.2.1', '4.2.3', '0.10.19', '3.8.0', '0.10.29', '3.3.0', '0.10.41', '5.8.1', '3.3.11', '0.10.26', '3.2.0', '0.12.6', '0.10.16-isaacs-manual', '4.3.1', '0.10.40', '3.4.1', '0.12.3', '5.1.1', '3.3.8', '4.3.0', '0.10.34', '3.5.1', '4.4.1', '4.2.5', '3.4.0', '3.2.2', '0.10.3', '0.12.9', '0.10.12', '5.9.1', '0.10.8', '0.10.18', '4.2.4', '0.12.1', '3.3.4', '5.7.0', '0.12.0', '0.10.39', '3.8.1', '3.7.5', '5.4.1', '0.10.9', '5.9.0', '0.10.23', '0.10.14', '5.1.0', '0.12.8', '3.5.4', '3.1.3', '3.3.12', '3.5.0', '0.10.5', '0.10.33', '0.10.16', '3.3.9', '5.8.0', '0.10.17', '4.0.0', '4.2.1', '0.10.28', '4.1.0', '0.10.10', '3.7.4', '3.1.1', '3.3.10', '3.1.0', '0.12.7', '0.10.11', '3.7.0', '4.4.0', '3.5.3', '0.10.13', '0.10.38', '0.10.20', '3.8.2', '4.2.6', '4.1.2', '0.10.4', '0.10.22', '0.10.1', '5.7.1', '0.10.6', '3.3.3', '3.5.2', '3.6.0', '4.1.1', '4.3.2', '5.2.0', '5.6.0'}","[4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","{'*', 'rc.4', 'rc.1', 'rc.2', 'rc.3'}","[125, 1, 3, 2, 1]"
